  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
 SNDKR2013B4650, 1 000 000INNOVATION-STRATEGIE-PERFORMANCE SARL - I.S.P. SARL,14/03/2013,DAKAR LOT N°32 SOTRAC MERMOZ,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/innovation-strategie-performance-sarl-isp-sarl, SNDKR2013B4650, 1 000 000
 SNDKR2013B4470, 1 000 000RIBBONFISH SUARL,13/03/2013,DAKAR KM 11 THIAROYE SUR MER...,S.U.A.R.L,PECHE,http://www.creationdentreprise.sn/ribbonfish-suarl, SNDKR2013B4470, 1 000 000
 SNDKR2013B4484, 10 000 000N K ENGINEERING SA,13/03/2013,DAKAR 3079 SICAP AMITIE 1...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/n-k-engineering-sa, SNDKR2013B4484, 10 000 000
 SNDKR2013B4649, 1 000 000REAL ECONOMY PARTNERS SENEGAL SARL,14/03/2013,DAKAR REGUS AZUR BUILDING 12...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/real-economy-partners-senegal-sarl, SNDKR2013B4649, 1 000 000
 SNDKR2013B4771, 1 000 000ENGITRADE AFRICAN GROUP SUARL,15/03/2013,DAKAR ROUTE DE NGOR DIARAMA...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/engitrade-african-group-suarl, SNDKR2013B4771, 1 000 000
 SNDKR2013B4770, 1 000 000GLOBAL INDUSTRY SENEGAL SUARL - GIS SUARL,15/03/2013,DAKAR 30 RUE MOUSSE DIOP,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/global-industry-senegal-suarl-gis-suarl, SNDKR2013B4770, 1 000 000
 BE N°580/1 CASE N°602, 500 000SOCIETE CIVILE IMMOBILIERE COTE OUEST - SCI COTE OUEST,15/03/2013,6 ROUTE DU MERIDIEN PRESIDENT...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-cote-ouest-sci-cote-ouest, BE N°580/1 CASE N°602, 500 000
 SNDKR2013B4772, 2 200 000SUN TELECOM SARL,15/03/2013,SACRE CŒUR 3 VILLA N°9915...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/sun-telecom-sarl, SNDKR2013B4772, 2 200 000
 SNDKR2013B4764, 1 000 000SOCIETE D&#039;ELECTRICITE DE CABLAGE ET D&#039;AUTOMATISME ELECTRIC SARL - SODECA-ELECTRIC SARL,15/03/2013,DAKAR HLM GRAND MEDINE N°895,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-delectricite-de-cablage-et-dautomatisme-electric-sarl-sodeca-electric-sarl, SNDKR2013B4764, 1 000 000
 SNDKR2013B4773, 1 000 000PRESCO & SERVICES SARL,15/03/2013,DAKAR SICAP LIBERTE 6 N°6571,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/presco-services-sarl, SNDKR2013B4773, 1 000 000
 SNDKR2013B4358, 2 000 000MAXMA AFRIQUE DE L&#039;OUEST SARL,12/03/2013,DAKAR 10 RUE ESCARFAIT x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/maxma-afrique-de-louest-sarl, SNDKR2013B4358, 2 000 000
 SNDKR2013B4351, 1 000 000FORMAMIND SARL,12/03/2013,64 RUE CARNOT 1ER ETAGE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/formamind-sarl, SNDKR2013B4351, 1 000 000
 SNDKR2013B4472, 1 000 000MOTORS LAND SARL,13/03/2013,DAKAR 97 AVENUE ANDREE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/motors-land-sarl, SNDKR2013B4472, 1 000 000
 SNDKR2013B4476, 1 000 000HORIZON CONSULTING SUARL,13/03/2013,DAKAR SODIDA IMMEUBLE LES...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/horizon-consulting-suarl, SNDKR2013B4476, 1 000 000
 SNDKR2013B4774, 1 000 000SOCIETE DE SERVICES DE TRANSPORT ET DE COMMERCE SARL - 2STC SARL,15/03/2013,DAKAR ZONE INDUSTRIELLE FANN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-de-services-de-transport-et-de-commerce-sarl-2stc-sarl, SNDKR2013B4774, 1 000 000
 SNDKR2013B4769, 1 000 000EIGRA SENEGAL SARL,15/03/2013,DAKAR ROND POINT JET D&#039;...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/eigra-senegal-sarl, SNDKR2013B4769, 1 000 000
 SNDKR2013B4768, 5 000 000CHATRANS SARL,15/03/2013,DAKAR RUE 6 KM 4 5 BOULEVARD...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/chatrans-sarl, SNDKR2013B4768, 5 000 000
 SNDKR2013B4767, 2 500 000ESPOIR SARL,15/03/2013,DAKAR AVENUE LAMINE GUEYE EN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/espoir-sarl, SNDKR2013B4767, 2 500 000
 SNDKR2013B4766, 1 000 000IOTA IT SUARL,15/03/2013,DAKAR FASS PAILLOTE VILLA N°58,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/iota-it-suarl, SNDKR2013B4766, 1 000 000
 SNDKR2013B4763, 3 000 000CATCH CONSULTING SUARL,15/03/2013,LOT N°02 DERRIERE HOPITAL...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/catch-consulting-suarl, SNDKR2013B4763, 3 000 000
 SNDKR2013B4777, 1 000 000EURO SUD SENEGAL SARL - E S S SARL,15/03/2013,DAKAR NOUVELLE CITE DU GOLF...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/euro-sud-senegal-sarl-e-s-s-sarl, SNDKR2013B4777, 1 000 000
 SNDKR2013B4765, 1 000 000BI-DEEN SUARL,15/03/2013,DAKR ALMADIES ZONE 15 VILLA N...,S.U.A.R.L,INDUSTRIES TEXTILES,http://www.creationdentreprise.sn/bi-deen-suarl, SNDKR2013B4765, 1 000 000
 SNDKR2013B4778, 1 000 000GROUPE TANTAN INTERNATIONAL SARL,15/03/2013,122 RUE MANGIN x REIMS DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/groupe-tantan-international-sarl, SNDKR2013B4778, 1 000 000
 SNDKR2013B4776, 10 000 000BUILDAKAR 2 SA,15/03/2013,DAKAR 68 RUE WAGANE DIOUF,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/buildakar-2-sa, SNDKR2013B4776, 10 000 000
 SNDKR2013B9362, 2 000 000SALAM SUARL,28/05/2013,CAP DES BICHES DERRIERE FOYER...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/salam-suarl, SNDKR2013B9362, 2 000 000
 SNDKR2013B9351, 1 000 000EXPEDITION CARABANE SARL,28/05/2013,DAKAR VILLA N°13 CITE NOSOCO...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/expedition-carabane-sarl, SNDKR2013B9351, 1 000 000
 SNDKR2013B9570, 1 000 000METAL BANK SARL,30/05/2013,DAKAR YOFF 368 CITE DJILY...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/metal-bank-sarl, SNDKR2013B9570, 1 000 000
 SNDKR2013B9577, 1 000 000SOCIETE SINO-AFRIQUE CONSTRUCTION & TELECOM SARL - SOSATEL SARL,30/05/2013,DAKAR GIBRALTAR 3 VILLA N°24,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/societe-sino-afrique-construction-telecom-sarl-sosatel-sarl, SNDKR2013B9577, 1 000 000
 SNDKR2013B9636, 3 500 000BAUER RESOURCES SENEGAL SARL - BRE SN,31/05/2013,DAKAR RESIDENCE ADJA SOKHNA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/bauer-resources-senegal-sarl-bre-sn, SNDKR2013B9636, 3 500 000
 SNDKR2013B9637, 1 000 000M MULTISERVICES SARL,30/05/2013,DAKAR 11 PATTE D&#039;OIE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENTRETIEN ET NETTOYAGE,http://www.creationdentreprise.sn/m-multiservices-sarl, SNDKR2013B9637, 1 000 000
 SNDKR2013B9697, 1 000 000ALBERI DELLA SALVEZZA SARL,03/06/2013,DAKAR OUEST FOIRE CITE MAME...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EXPLOITATION FORESTIERE,http://www.creationdentreprise.sn/alberi-della-salvezza-sarl, SNDKR2013B9697, 1 000 000
 SNDKR2013B, 1 000 000PRO DISTRIBUTION SUARL,12/03/2013,DAKAR 56 RUE ARISTIDE LE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/pro-distribution-suarl, SNDKR2013B, 1 000 000
 SNDKR2013B3896, 1 000 000GENERAL GOLDEN FISHING IN SENEGAL SARL - G.G.F.S. SARL,06/03/2013,DAKAR 27  RUE VINCENS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/general-golden-fishing-senegal-sarl-ggfs-sarl, SNDKR2013B3896, 1 000 000
 SNDKR2013B4775, 1 000 000AFRIQUE LOGISTICS SARL,16/03/2013,DAKAR ROUTE DES BRASSERIES,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/afrique-logistics-sarl, SNDKR2013B4775, 1 000 000
 SNDKR2013B9698, 1 000 000SABE DISTRIBUTION SARL,03/06/2013,DAKAR 14 YOFF VIRAGE RUE 544,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/sabe-distribution-sarl, SNDKR2013B9698, 1 000 000
 SNDKR2013B9699, 1 000 000SENEGAL-AFRICA SUARL,03/06/2013,DAKAR CITE PRESIDENCE...,S.U.A.R.L,HOTELS ET ETABLISSEMENTS ANALOGUES,http://www.creationdentreprise.sn/senegal-africa-suarl, SNDKR2013B9699, 1 000 000
 SNDKR2013B9634, 40 000 000AFRICA SUN SENEGAL SA,31/05/2013,DAKAR SICAP SACRE CŒUR 3 CITE...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/africa-sun-senegal-sa, SNDKR2013B9634, 40 000 000
 BE N°1098/1 CASE 1120, 500 000SCI WIM,03/06/2013,212 CITE ISRA THIAROYE AZUR,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/sci-wim, BE N°1098/1 CASE 1120, 500 000
 SNDKR2013B9818, 9 500 000SAMBA SARL,04/06/2013,DAKAR CASTORS VILLA N°13 BIS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/samba-sarl, SNDKR2013B9818, 9 500 000
 SNDKR2013B9632, 1 000 000TRES TORRES SARL,31/05/2013,DAKAR OUEST FOIRE LOT 3,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/tres-torres-sarl, SNDKR2013B9632, 1 000 000
 SNDKR2013B9584, 5 000 000OTEMA SENEGAL SARL,30/05/2013,89 UNITE 25 PARCELLES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/otema-senegal-sarl, SNDKR2013B9584, 5 000 000
 SNDKR2013B9575, 1 000 000EXPERTEAM AERO SERVICES SARL - ETAS SARL,30/05/2013,NGOR EXTENSION TF 5757 LOT 389,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/experteam-aero-services-sarl-etas-sarl, SNDKR2013B9575, 1 000 000
 SNDKR2013B9571, 3 000 000DIMAT TRAVAUX ET PRESTATIONS DE SERVICES SARL - D-T-P-S SARL,30/05/2013,NGOR EXTENSION TF 5757 LOT 389,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),HYDRAULIQUE,http://www.creationdentreprise.sn/dimat-travaux-et-prestations-de-services-sarl-d-t-p-s-sarl, SNDKR2013B9571, 3 000 000
 SNDKR2013B9581, 1 000 000CABINET D&#039;EXPERTISE LOGISTIQUE SURL - K.LOGISTICS SURL,30/05/2013,DAKAR SACRE CŒUR 3 N°178 AU...,S.U.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cabinet-dexpertise-logistique-surl-klogistics-surl, SNDKR2013B9581, 1 000 000
 SNDKR2013B9631, 1 000 000CONSOLATO BARRECA SUARL,31/05/2013,DAKAR PARCELLES ASSAINIES...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/consolato-barreca-suarl, SNDKR2013B9631, 1 000 000
 SNDKR2013B9582, 1 000 000ODAC-GROUP SARL,30/05/2013,DAKAR 72 RUE PAUL HOLLE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/odac-group-sarl, SNDKR2013B9582, 1 000 000
 SNDKR2013B9638, 1 000 000MADIAMA FALL GROUP SUARL,31/05/2013,THIAROYE SUR MER KM 11  ROUTE...,S.U.A.R.L,AGRICULTURE,http://www.creationdentreprise.sn/madiama-fall-group-suarl, SNDKR2013B9638, 1 000 000
 SNDKR2013B9639, 1 000 000CABINET LEFEVRE GROUPEMENT DE COMPETENCES APPARENTES SARL - CABINET LEFEVRE-C.G.A. SARL,31/05/2013,PARCELLES ASSAINIES UNITE 4...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),FINANCE,http://www.creationdentreprise.sn/cabinet-lefevre-groupement-de-competences-apparentes-sarl-cabinet-lefevre-cga-sarl, SNDKR2013B9639, 1 000 000
 SNDKR2013B9635, 1 000 000SOCIETE SENEGALO-TUNISIENNE DE LA MAÎTRISE DE L&#039;ENERGIE SARL - ENERPLUS-SENEGAL SARL,31/05/2013,DAKAR 14 ALLEE ROBERT DELMAS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-senegalo-tunisienne-de-la-maitrise-de-lenergie-sarl-enerplus-senegal-sarl, SNDKR2013B9635, 1 000 000
 SNDKR2013B9574, 1 000 000ETABLISSEMENT MOUSSA DAROU FALL SUARL - ETS M.D.F.,30/05/2013,DAKAR COLOBANE RUE 39 x...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/etablissement-moussa-darou-fall-suarl-ets-mdf, SNDKR2013B9574, 1 000 000
 SNDKR2013B9578, 1 000 000IBRAHIMA TRADING COMPANY SUARL - I.T.C. SUARL,30/05/2013,DAKAR CAP DES BICHES CITE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/ibrahima-trading-company-suarl-itc-suarl, SNDKR2013B9578, 1 000 000
 SNDKR2013B9583, 1 000 000SOCIETE DE DISTRIBUTION D&#039;IMPORTATION ET DE SERVICES SUARL - SODIS SUARL,30/05/2013,DAKAR MEDINA RUE 21 x 18,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/societe-de-distributiondimportation-et-de-services-suarl-sodis-suarl, SNDKR2013B9583, 1 000 000
 SNDKR2013B9072, 1 000 000BOULANGERIE PATISSERIE LE PAIN CROUSTILLANT SUARL,23/05/2013,NORD FOIRE CITE MARINE N°15...,S.U.A.R.L,ALIMENTAIRE,http://www.creationdentreprise.sn/boulangerie-patisserie-le-pain-croustillant-suarl, SNDKR2013B9072, 1 000 000
 SNDKR2013B9630, 1 000 000LEFU SARL,31/05/2013,DAKAR YOFF CITE APECSY VILLA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/lefu-sarl, SNDKR2013B9630, 1 000 000
 SNDKR2013B9633, 1 000 000GENERALE DES ETUDES ET DES REALISATIONS EN AGRICULTURE SARL - GERA SARL,31/05/2013,DAKAR RUE 15 x CORNICHE MEDINA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/generale-des-etudes-et-des-realisations-en-agriculture-sarl-gera-sarl, SNDKR2013B9633, 1 000 000
 SNDKR2013B9821, 1 000 000MISSAL 313 SARL,04/06/2013,DAKAR HLM 4 VILLA N°1668,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/missal-313-sarl, SNDKR2013B9821, 1 000 000
 SNDKR2013B9820, 1 000 000GLOBALE AFRICA INTERNATIONAL SARL,04/06/2013,DAKAR OUEST FOIRE N°19,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/globale-africa-international-sarl, SNDKR2013B9820, 1 000 000
 SNDKR2013B9817, 1 000 000S.I.P.A. DRILLING SENEGAL SARL,04/06/2013,DAKAR 50 DOMAINE SONEPI /...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),HYDRAULIQUE,http://www.creationdentreprise.sn/sipa-drilling-senegal-sarl, SNDKR2013B9817, 1 000 000
 SNDKR2013B9816, 1 000 000SERUM IMMOBILIERE SUARL,04/06/2013,DAKAR 621 CENTRE COMMERCIAL...,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/serum-immobiliere-suarl, SNDKR2013B9816, 1 000 000
 SNDKR2013B9822, 1 000 000K & K COMPANY SARL,04/06/2013,DAKAR 12 RUE JULES FERRY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/k-k-company-sarl, SNDKR2013B9822, 1 000 000
 SNDKR2013B9579, 1 000 000PARFUMS D&#039;AILLEURS SARL,30/05/2013,15 AVENUE JEAN JAURES x RUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/parfums-dailleurs-sarl, SNDKR2013B9579, 1 000 000
 SNDKR2013B9572, 1 000 000MATHLABOUL FAWZAÏNI SUARL,30/05/2013,AVENUE MALICK SY x AUTOROUTE...,S.U.A.R.L,FINANCE,http://www.creationdentreprise.sn/mathlaboul-fawzaini-suarl, SNDKR2013B9572, 1 000 000
 SNDKR2013B9573, 1 000 000CABINET AUDIT & SYSTEME SARL,30/05/2013,159 CITE KEUR DAMEL NORD...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),CABINETS CONSEILS JURIDIQUES(DROIT/FISCALITE),http://www.creationdentreprise.sn/cabinet-audit-systeme-sarl, SNDKR2013B9573, 1 000 000
 SNDKR2013B9580, 1 000 000EASY INSTALL SOLUTIONS SARL,30/05/2013,DAKAR ALMADIES ZONE 15,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/easy-install-solutions-sarl, SNDKR2013B9580, 1 000 000
 SNDKR2013B7939, 1 000 000MAGFORCE SENEGAL SARL,06/05/2013,DAKAR RUE AMADOU ASSANE NDOYE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/magforce-senegal-sarl, SNDKR2013B7939, 1 000 000
 SNDKR2013B7938, 1 000 000CELTIC SARL,06/05/2013,DAKAR 7 ROCADE FANN CNAL IV...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/celtic-sarl, SNDKR2013B7938, 1 000 000
 SNDKR2013B8071, 26 500 000AGROVITA SA,07/05/2013,BOULEVARD DU GENERAL DE...,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/agrovita-sa, SNDKR2013B8071, 26 500 000
 SNDKR2013B8177, 1 000 000COMMERCIAL FOOD SARL,08/05/2013,DAKAR SICAP AMITIE 2 RUE 11 x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/commercial-food-sarl, SNDKR2013B8177, 1 000 000
 SNDKR2013B8179, 1 000 000CTE AFRIQUE SUARL,08/05/2013,DAKAR LIBERTE 6 KHAR YALLA N°6,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/cte-afrique-suarl, SNDKR2013B8179, 1 000 000
 SNDKR2013B8178, 1 000 000R.A.S ITAL SENE MULTI SERVICES SARL,08/05/2013,ARAFAT 3 VILLA N°186 BIS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ras-ital-sene-multi-services-sarl, SNDKR2013B8178, 1 000 000
 SNDKR2013B8171, 1 000 000ENERGENSE SARL,08/05/2013,HANN MARISTES 1 ILOT PC 1 N°73,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/energense-sarl, SNDKR2013B8171, 1 000 000
 SNDKR2013B8170, 1 000 000BARAKA SOLUTIONS SUARL,08/05/2013,SOPRIM EXTENSION LOT N°10...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/baraka-solutions-suarl, SNDKR2013B8170, 1 000 000
 SNDKR2013E8077, 0ELW GLOBAL LIMITED,07/05/2013,16 RUE VICTOR HUGO,SUCCURSALE,COMMERCE,http://www.creationdentreprise.sn/elw-global-limited, SNDKR2013E8077, 0
 SNDKR2013B8075, 1 000 000HORUS SARL,07/05/2013,DAKAR RUE 63 x 70 SICAP FANN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/horus-sarl, SNDKR2013B8075, 1 000 000
 SNDKR2013B8173, 1 000 000SENTRACK SARL,08/05/2013,DAKAR SACRE CŒUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sentrack-sarl-0, SNDKR2013B8173, 1 000 000
 SNDKR2013B8173, 1 000 000SENTRACK SARL,08/05/2013,DAKAR SACRE CŒUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sentrack-sarl, SNDKR2013B8173, 1 000 000
 SNDKR2013E7875, 0AGPL INVESTMENTS PTE. LTD,03/05/2013,DAKAR KM 18 MBAO,SUCCURSALE,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/agpl-investments-pte-ltd, SNDKR2013E7875, 0
 SNDKR2013B8300, 10 000 000AGROSOCIAL SARL,10/05/2013,DAKAR BANLIEUE GOLF SUD HAMO...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/agrosocial-sarl, SNDKR2013B8300, 10 000 000
 SNDKR2013B8303, 10 000 000AL BARAKA AGENCY FOR TRADING AND TRAVEL SARL,10/05/2013,AVENUE GEORGES POMPIDOU N°51...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/al-baraka-agency-trading-and-travel-sarl, SNDKR2013B8303, 10 000 000
 SNDKR2013B8070, 1 000 000GENITECH SARL,07/05/2013,02 BIS MERMOZ PYROTECHNIE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/genitech-sarl, SNDKR2013B8070, 1 000 000
 SNDKR2013B8074, 1 000 000ALTAGAMMA SARL,07/05/2013,LIBERTE 6 EXTENSION LOT 95...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/altagamma-sarl, SNDKR2013B8074, 1 000 000
 BE N°918/1 CASE 940, 1 000 000FELICIA SOCIETE CIVILE IMMOBILIERE - FELICIA SCI,07/05/2013,DAKAR LOT N°204 LOTISSEMENT...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/felicia-societe-civile-immobiliere-felicia-sci, BE N°918/1 CASE 940, 1 000 000
 SNDKR2013B7945, 1 000 000AL-HINSHIRAH SARL,06/05/2013,CITE ALIOU SOW GOLF OCEAN N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/al-hinshirah-sarl, SNDKR2013B7945, 1 000 000
 SNDKR2013B7940, 1 000 000GAOTRADE SARL,06/05/2013,2 PLACE DE L&#039;...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/gaotrade-sarl, SNDKR2013B7940, 1 000 000
 SNDKR2013B8297, 1 000 000SANTEVY PHARMA SUARL,10/05/2013,DAKAR YOFF BIAGUI CITE DES...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/santevy-pharma-suarl, SNDKR2013B8297, 1 000 000
 SNDKR2013B8073, 1 000 000GLOBAL SERVICES AND SOLUTIONS LTD SUARL - G.S.L. LTD SUARL,07/05/2013,SOTRAC MERMOZ RUE MZ 202...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/global-services-and-solutions-ltd-suarl-gsl-ltd-suarl, SNDKR2013B8073, 1 000 000
 SNDKR2013B8072, 20 000 000O.D. COM SA,07/05/2013,15 ROUTE DE L&#039;AEROPORT...,SOCIETE ANONYME (S.A),COMMUNICATION,http://www.creationdentreprise.sn/od-com-sa, SNDKR2013B8072, 20 000 000
 SNDKR2013B8172, 1 000 000SOKHNA DEVELOPPEMENT SARL,08/05/2013,DAKAR YOFF RUE 311 x ROUTE DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/sokhna-developpement-sarl, SNDKR2013B8172, 1 000 000
 BE 930/1 CASE 952, 1 000 000SOCIETE CIVILE IMMOBILIERE AZ - SCI AZ,08/05/2013,KM 3 2 BOULEVARD DU...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-az-sci-az, BE 930/1 CASE 952, 1 000 000
 SNDKR2013B8301, 1 000 000AXENERGIE SARL,10/05/2013,DAKAR SACRE CŒUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/axenergie-sarl-0, SNDKR2013B8301, 1 000 000
 SNDKR2013B8176, 1 000 000AGRO ATLANTIC SENEGAL SARL,08/05/2013,USINE BENE TALLY N°285 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/agro-atlantic-senegal-sarl-0, SNDKR2013B8176, 1 000 000
 SNDKR2013B8176, 1 000 000AGRO ATLANTIC SENEGAL SARL,08/05/2013,USINE BENE TALLY N°285 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/agro-atlantic-senegal-sarl, SNDKR2013B8176, 1 000 000
